place_id,canonical_name,place_type,municipality,district_or_okrug,is_city,is_settlement,is_tourist_place,is_nature_place,is_historical_name,aliases,old_names,latin_aliases,common_misspellings,geo_scope,priority_tier,ambiguity_level,allowed_for_kaliningrad_scope,requires_context,reject_if_external_context,source_url,source_note
kgd_lugovoe,Луговое,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,high,true,true,true,https://visit-kaliningrad.ru/,north seed from user-provided v1 list
kgd_vasilkovo,Васильково,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,gurbelt seed from user-provided v1 list
kgd_maloe_isakovo,Малое Исаково,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,gurbelt seed from user-provided v1 list
kgd_bolshoe_isakovo,Большое Исаково,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,gurbelt seed from user-provided v1 list
kgd_hrabrovo,Храброво,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,gurbelt seed from user-provided v1 list
kgd_orlovka,Орловка,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,gurbelt seed from user-provided v1 list
kgd_rodniki,Родники,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,gurbelt seed from user-provided v1 list
kgd_nizove,Низовье,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,gurbelt seed from user-provided v1 list
kgd_konstantinovka,Константиновка,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,gurbelt seed from user-provided v1 list
kgd_dobrino,Добрино,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,gurbelt seed from user-provided v1 list
kgd_matrosovo,Матросово,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,gurbelt seed from user-provided v1 list
kgd_novosele,Новоселье,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,gurbelt seed from user-provided v1 list
kgd_lesnoe,Лесное,nature_place,,,false,false,true,true,false,,,,,kaliningrad_oblast,important,medium,true,true,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_kolosovka,Колосовка,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_kovrovo,Коврово,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_romanovo,Романово,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_melnikovo,Мельниково,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_povarovka,Поваровка,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_dorozhnyi,Дорожный,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_ozerki,Озерки,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_krasnoe,Красное,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,high,true,true,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_tishino,Тишино,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_veselovka,Веселовка,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_volochaevskoe,Волочаевское,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_cherepanovo,Черепаново,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_izhevskoe,Ижевское,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_bobrovo,Боброво,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_shosseinoe,Шоссейное,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_nivenskoe,Нивенское,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_vladimirovo,Владимирово,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_kornevo,Корнево,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_pyatidorozhnoe,Пятидорожное,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_medovoe,Медовое,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_pogranichnyi,Пограничный,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_veseloe,Весёлое,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,high,true,true,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_dolgorukovo,Долгоруково,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_pushkarevo,Пушкарёво,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_vysokoe,Высокое,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,high,true,true,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_dobrovolsk,Добровольск,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_pobedino,Победино,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_mayakovskoe,Маяковское,landmark,,,false,false,true,false,false,,,,,kaliningrad_oblast,important,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_furmanovo,Фурманово,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_podduby,Поддубы,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_kubanovka,Кубановка,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_maiskoe,Майское,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_filippovka,Филипповка,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_lipovo,Липово,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_olhovatka,Ольховатка,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_pervomaiskoe,Первомайское,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_priozernoe,Приозёрное,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_severnyi,Северный,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,high,true,true,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_yarovoe,Яровое,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_yasnoe_pole,Ясное Поле,settlement,,,false,true,true,false,false,,,,,kaliningrad_oblast,local,low,true,false,true,https://visit-kaliningrad.ru/,additional seed from user-provided v1 list
kgd_pregolya,Преголя,river,Калининград,,false,false,true,true,false,,Прегель,Pregel,,kaliningrad_oblast,important,low,true,false,true,https://visit-kaliningrad.ru/,river and historical-name source-local search seed
kgd_balga,замок Бальга,landmark,Мамоново,,false,false,true,false,false,Бальга,,Balga,,kaliningrad_oblast,important,low,true,false,true,https://visit-kaliningrad.ru/,castle and historical landmark source-local search seed
kgd_kurshale,Куршале,landmark,Куршская коса,,false,false,true,false,false,,,Kurshale;Kursale,,kaliningrad_oblast,important,low,true,false,true,https://visit-kaliningrad.ru/,distinctive Curonian Spit source-local search seed; downstream semantic gate remains authoritative
kgd_talpaki,Талпаки,settlement,Гвардейск,,false,true,true,false,false,,Taplacken;Таплакен,Taplacken,,kaliningrad_oblast,important,low,true,false,true,https://visit-kaliningrad.ru/,distinctive settlement and historical-route source-local search seed
