source_seed_id,platform,source_title,handle,url,source_kind,source_scope_guess,priority,discovered_from,discovered_from_url,why_seeded,expected_value,known_risks,initial_status,monitoring_enabled,rights_policy,notes,profile_probe_enabled,comments_discovery_enabled,forward_repost_edge_enabled,seed_batch,source_profile_url,profile_probe_status
v2_088,telegram,Telegram coast discovery candidate 058,,https://tgstat.ru/search?query=coast+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram coast sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_089,telegram,Telegram museum discovery candidate 059,,https://tgstat.ru/search?query=museum+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram museum sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_090,telegram,Telegram heritage discovery candidate 060,,https://tgstat.ru/search?query=heritage+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram heritage sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_091,telegram,Telegram travel discovery candidate 061,,https://tgstat.ru/search?query=travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_092,telegram,Telegram route discovery candidate 062,,https://tgstat.ru/search?query=route+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram route sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_093,telegram,Telegram photo discovery candidate 063,,https://tgstat.ru/search?query=photo+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram photo sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_094,telegram,Telegram russia_travel discovery candidate 064,,https://tgstat.ru/search?query=russia_travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram russia_travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_095,telegram,Telegram author discovery candidate 065,,https://tgstat.ru/search?query=author+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,author_channel,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram author sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_096,telegram,Telegram nature discovery candidate 066,,https://tgstat.ru/search?query=nature+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram nature sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_097,telegram,Telegram architecture discovery candidate 067,,https://tgstat.ru/search?query=architecture+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram architecture sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_098,telegram,Telegram history discovery candidate 068,,https://tgstat.ru/search?query=history+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram history sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_099,telegram,Telegram weekend discovery candidate 069,,https://tgstat.ru/search?query=weekend+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram weekend sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_100,telegram,Telegram roadtrip discovery candidate 070,,https://tgstat.ru/search?query=roadtrip+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram roadtrip sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_101,telegram,Telegram local_story discovery candidate 071,,https://tgstat.ru/search?query=local_story+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram local_story sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_102,telegram,Telegram outdoor discovery candidate 072,,https://tgstat.ru/search?query=outdoor+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram outdoor sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_103,telegram,Telegram coast discovery candidate 073,,https://tgstat.ru/search?query=coast+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram coast sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_104,telegram,Telegram museum discovery candidate 074,,https://tgstat.ru/search?query=museum+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram museum sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_105,telegram,Telegram heritage discovery candidate 075,,https://tgstat.ru/search?query=heritage+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram heritage sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_106,telegram,Telegram travel discovery candidate 076,,https://tgstat.ru/search?query=travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_107,telegram,Telegram route discovery candidate 077,,https://tgstat.ru/search?query=route+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram route sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_108,telegram,Telegram photo discovery candidate 078,,https://tgstat.ru/search?query=photo+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram photo sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_109,telegram,Telegram russia_travel discovery candidate 079,,https://tgstat.ru/search?query=russia_travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram russia_travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_110,telegram,Telegram author discovery candidate 080,,https://tgstat.ru/search?query=author+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,author_channel,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram author sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_111,telegram,Telegram nature discovery candidate 081,,https://tgstat.ru/search?query=nature+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram nature sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_112,telegram,Telegram architecture discovery candidate 082,,https://tgstat.ru/search?query=architecture+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram architecture sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_113,telegram,Telegram history discovery candidate 083,,https://tgstat.ru/search?query=history+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram history sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_114,telegram,Telegram weekend discovery candidate 084,,https://tgstat.ru/search?query=weekend+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram weekend sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_115,telegram,Telegram roadtrip discovery candidate 085,,https://tgstat.ru/search?query=roadtrip+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram roadtrip sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_116,telegram,Telegram local_story discovery candidate 086,,https://tgstat.ru/search?query=local_story+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram local_story sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_117,telegram,Telegram outdoor discovery candidate 087,,https://tgstat.ru/search?query=outdoor+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram outdoor sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_118,telegram,Telegram coast discovery candidate 088,,https://tgstat.ru/search?query=coast+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram coast sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_119,telegram,Telegram museum discovery candidate 089,,https://tgstat.ru/search?query=museum+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram museum sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_120,telegram,Telegram heritage discovery candidate 090,,https://tgstat.ru/search?query=heritage+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram heritage sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_121,telegram,Telegram travel discovery candidate 091,,https://tgstat.ru/search?query=travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_122,telegram,Telegram route discovery candidate 092,,https://tgstat.ru/search?query=route+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram route sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_123,telegram,Telegram photo discovery candidate 093,,https://tgstat.ru/search?query=photo+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram photo sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_124,telegram,Telegram russia_travel discovery candidate 094,,https://tgstat.ru/search?query=russia_travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram russia_travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_125,telegram,Telegram author discovery candidate 095,,https://tgstat.ru/search?query=author+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,author_channel,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram author sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_126,telegram,Telegram nature discovery candidate 096,,https://tgstat.ru/search?query=nature+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram nature sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_127,telegram,Telegram architecture discovery candidate 097,,https://tgstat.ru/search?query=architecture+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram architecture sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_128,telegram,Telegram history discovery candidate 098,,https://tgstat.ru/search?query=history+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram history sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_129,telegram,Telegram weekend discovery candidate 099,,https://tgstat.ru/search?query=weekend+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram weekend sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_130,telegram,Telegram roadtrip discovery candidate 100,,https://tgstat.ru/search?query=roadtrip+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram roadtrip sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_131,telegram,Telegram local_story discovery candidate 101,,https://tgstat.ru/search?query=local_story+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram local_story sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_132,telegram,Telegram outdoor discovery candidate 102,,https://tgstat.ru/search?query=outdoor+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram outdoor sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_133,telegram,Telegram coast discovery candidate 103,,https://tgstat.ru/search?query=coast+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram coast sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_134,telegram,Telegram museum discovery candidate 104,,https://tgstat.ru/search?query=museum+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram museum sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_135,telegram,Telegram heritage discovery candidate 105,,https://tgstat.ru/search?query=heritage+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram heritage sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_136,telegram,Telegram travel discovery candidate 106,,https://tgstat.ru/search?query=travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_137,telegram,Telegram route discovery candidate 107,,https://tgstat.ru/search?query=route+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram route sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_138,telegram,Telegram photo discovery candidate 108,,https://tgstat.ru/search?query=photo+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram photo sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_139,telegram,Telegram russia_travel discovery candidate 109,,https://tgstat.ru/search?query=russia_travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram russia_travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
